,Age,Dependent_Count,Months_On_Book,Total_Relationship_Count,Months_Inactive,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag,Gender_M,Education_Doctorate,Education_Graduate,Education_High School,Education_Post-Graduate,Education_Uneducated,Education_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_$40K - $60K,Income_$60K - $80K,Income_$80K - $120K,Income_Less than $40K,Income_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
0,-0.2957703614306561,-0.27192579249595905,0.004744134208119763,-0.5520264329768783,-1.3951819799863208,-0.40800687489017085,-0.4905381387562008,0.11804893509193148,-0.5009319504733555,3.4497652647017825,-1.1147061881356122,-1.8393568471279085,0.7547858205611917,0.11581463097246045,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,-0.5470354569384022,2.0421370091741635,-0.6260223954343418,0.7391799032170918,0.7516244493321362,-0.40800687489017085,-0.1851898285032929,0.3876715308789123,-0.22031369375437,0.47640961850135777,-1.071557303230795,-1.0039311223678486,-0.07853232318543849,-0.2219029607163878,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2,1.3374527593696934,-0.27192579249595905,1.5185838053500276,0.7391799032170918,-0.3217787653270923,-0.40800687489017085,-0.6660743843143004,-0.5768420276863327,-0.6131569641810672,2.4350053560902616,-0.9306551923469238,-1.6072941458056695,-0.4249115516102431,0.0008469401847673248,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,-0.17013781367678305,-0.27192579249595905,0.1308974401366121,1.384783071314077,-1.3951819799863208,-0.40800687489017085,0.6759860852194809,0.007748782269984788,0.6748117383214406,1.21292890700972,-1.069266211996911,-1.9785944679212517,1.0710451160794916,-0.7141083869011985,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4,0.08112728183096303,-1.0432800597193332,0.7616639697790737,0.7391799032170918,-0.3217787653270923,-2.260358086891547,1.4018853370223214,0.7957820963201151,1.3285475182712294,0.8855870010060032,-1.0803398196273508,-1.700119226334565,1.1714448924345073,-0.6925519448785061,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,1.9656154981390586,-1.8146343269427072,1.6447371112785198,-1.1976296010738634,0.7516244493321362,0.5181687311105172,-0.7773402751613882,-1.410220960118819,-0.6485630087242052,1.6548404801147372,-1.2659182095719617,-2.2106571692434906,-0.4801314286055018,-1.001527613870431,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6,0.08112728183096303,1.270782741950789,0.004744134208119763,-0.5520264329768783,0.7516244493321362,-0.40800687489017085,-0.6598291303427289,0.5016483554615906,-0.7049875612964144,-0.9311605773146233,-1.1001959436543463,-1.8857693873923562,-1.720068666589946,1.2475278371638137,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7,0.9605551161080743,-0.27192579249595905,0.7616639697790737,0.09357673512010678,-0.3217787653270923,0.5181687311105172,0.4247261352560764,-1.410220960118819,0.552668128566076,1.807600036249805,-1.1063055202780372,-1.9785944679212517,0.27286689405711634,-1.001527613870431,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
8,-0.6726680046922752,0.4994284747274151,-1.0044823132198188,1.384783071314077,-1.3951819799863208,-0.40800687489017085,-0.07143698830681151,0.6352340961015037,-0.1291517660354939,0.2909158717659189,-1.1288345840778973,-1.932181927656804,0.6895259659304315,-0.2290884413906186,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9,1.5887178548774394,-1.0432800597193332,1.266277193493043,0.09357673512010678,-1.3951819799863208,-0.40800687489017085,0.7110041164172212,0.27369470629623405,0.685621893564388,0.9674224775069324,-1.0730846973867179,-1.8857693873923562,3.0338607438200493,-0.6674027625186981,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10,2.0912480458929315,-1.0432800597193332,2.5278102527779662,-0.5520264329768783,0.7516244493321362,-0.40800687489017085,0.20145830577239432,-0.1724081340058615,0.216996091537647,0.5418779997021012,-0.8031177803273764,-1.0967562028967441,1.527864098494813,-0.6458463204960058,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
11,0.08112728183096303,1.270782741950789,0.7616639697790737,1.384783071314077,-2.4685851946455495,-2.260358086891547,-0.4041082846853448,0.25898801925330783,-0.4273783168615483,-0.025514637371006794,-1.1311256753117813,-1.1895812834256396,1.0258652167197344,0.022403382207459785,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12,1.4630853071235663,-1.8146343269427072,1.6447371112785198,1.384783071314077,-0.3217787653270923,-0.40800687489017085,0.46242070387020456,0.6683241419480878,0.4013259551648122,-1.2257682927179678,-1.0371909347225339,-1.8393568471279085,0.09214729661808842,-0.5165076683598511,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13,1.0861876638619474,-1.0432800597193332,0.004744134208119763,0.09357673512010678,-0.3217787653270923,-1.334182480890859,-0.5451841110074517,0.9354956232279142,-0.6298736990928416,-1.2748695786185253,-0.9928965042007748,-0.9575185821034009,-1.0674701202823438,0.9529231295203503,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
14,-0.5470354569384022,1.270782741950789,0.004744134208119763,-1.1976296010738634,0.7516244493321362,0.5181687311105172,0.7833821490520412,-1.410220960118819,0.911074925074518,0.6619033652367973,-1.1612917098912552,-1.932181927656804,2.53186186204497,-1.001527613870431,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
15,1.3374527593696934,-1.0432800597193332,1.6447371112785198,-0.5520264329768783,0.7516244493321362,-0.40800687489017085,-0.5282327073703289,-0.3243772334494325,-0.49836871778688335,3.144246152431648,-0.971131137478876,-1.6537066860701173,-0.701010936586536,-0.13567719262561795,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
16,2.4681456891545506,-1.8146343269427072,2.5278102527779662,0.7391799032170918,1.8250276639913647,0.5181687311105172,-0.05872343557896948,-0.6687588217046216,0.0021303254716406907,1.682118972281714,-1.2613360271041936,-2.2106571692434906,-2.774266318317611,-0.7248866079125447,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17,-0.17013781367678305,0.4994284747274151,0.6355106638505814,-1.1976296010738634,-0.3217787653270923,-0.40800687489017085,2.678482162246951,-0.7018488675512057,2.740442948919691,1.6275619879477612,-1.1066873688170178,-1.6537066860701173,-1.112650019642101,-0.9368582878023537,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
18,0.5836574728464552,-0.27192579249595905,1.0139705816360582,0.09357673512010678,-1.3951819799863208,-2.260358086891547,-0.2457464875490668,1.2909072267652981,-0.3629631650015111,0.3236500623662899,-1.0158074165396156,-1.6537066860701173,-0.701010936586536,0.2738952058055383,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
19,0.3323923773387091,0.4994284747274151,0.1308974401366121,0.7391799032170918,-0.3217787653270923,-1.334182480890859,-0.5021364675605479,-1.410220960118819,-0.3735504304456349,2.565942118491748,-0.8596313640965172,-1.4680565250123263,1.527864098494813,-1.001527613870431,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
20,-1.0495656479538944,1.270782741950789,-1.0044823132198188,-1.1976296010738634,0.7516244493321362,0.5181687311105172,0.15852218471784008,1.1082991959822974,0.05762988537873153,1.2729415897770682,-1.1322712209287233,-1.8857693873923562,1.111205026621498,-0.2506448834133111,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
21,-0.04450526592291001,0.4994284747274151,0.509357357922089,0.09357673512010678,0.7516244493321362,0.5181687311105172,1.2322597782587448,0.3484536987644424,1.199717214551155,0.23635888743196606,-1.0654477266071043,-1.700119226334565,0.5238663349446558,-0.735664828923891,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22,0.7092900206003282,-1.0432800597193332,0.509357357922089,0.7391799032170918,-1.3951819799863208,-1.334182480890859,-0.4085691803793245,0.09353779002038777,-0.41679105141742456,-0.652919957211464,-1.0948500641086167,-1.0967562028967441,-0.4801314286055018,-0.07100786655754067,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
23,0.7092900206003282,0.4994284747274151,0.6355106638505814,1.384783071314077,0.7516244493321362,-0.40800687489017085,-0.6453312193372951,0.4881672256722415,-0.6892738304793464,3.1497018508650427,-0.8130458423408741,-1.5608816055412218,2.2457224994331755,1.1217819253647743,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
24,0.9605551161080743,-1.0432800597193332,0.509357357922089,-1.1976296010738634,0.7516244493321362,-1.334182480890859,-0.7773402751613882,-0.419970699228453,-0.7386104874489632,1.3820555584449736,-1.260954178565213,-2.071419548450147,1.0258652167197344,1.0175924555884277,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25,0.3323923773387091,-0.27192579249595905,0.004744134208119763,0.09357673512010678,-0.3217787653270923,-2.260358086891547,1.2662741079253397,1.674506647134957,1.1131245277081638,-0.4346920198756528,-0.99022356442791,-1.328818904218983,-2.237127514818277,-0.5452495910567744,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26,1.2118202116158203,-0.27192579249595905,0.004744134208119763,-1.8432327691708483,0.7516244493321362,0.5181687311105172,0.8208536728814704,-1.410220960118819,0.9485204112768925,1.6221062895143654,-1.300284578080223,-2.257069709507938,-1.6648487895946873,-1.001527613870431,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,0.3323923773387091,1.270782741950789,0.004744134208119763,1.384783071314077,1.8250276639913647,-0.40800687489017085,-0.5699420821090387,1.2860049977509893,-0.6864877079940507,-0.3583122418081195,-1.1284527355389167,-1.4680565250123263,-0.4801314286055018,1.3948301909855454,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
28,0.3323923773387091,0.4994284747274151,0.004744134208119763,-1.1976296010738634,-0.3217787653270923,-2.260358086891547,-0.6252571887143865,1.4857708300840706,-0.7599298967064461,0.03449804539634068,-1.035663540566611,-1.0967562028967441,-0.4801314286055018,2.0271524903178566,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
