,Age,Dependent_Count,Months_On_Book,Total_Relationship_Count,Months_Inactive,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_M,Education_Doctorate,Education_Graduate,Education_High School,Education_Post-Graduate,Education_Uneducated,Education_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_$40K - $60K,Income_$60K - $80K,Income_$80K - $120K,Income_Less than $40K,Income_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
2569,0.5925433803291599,-0.27049363399289594,1.1400191224201117,1.3892649811733437,0.7429107671690977,-0.41445060684970764,-0.14319137820193337,1.0851181727231802,-0.24133157343145625,0.4714461505464851,-0.18031351016467656,0.6590010565856859,1.0382751645744357,0.019344891510414335,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
7900,0.5925433803291599,-0.27049363399289594,0.008664724265199021,-1.1983887717362738,0.7429107671690977,-0.41445060684970764,-0.7774139144352187,-0.0089791599679374,-0.7757125706910866,-0.29342879533083727,0.17073045010271762,0.9820648237816059,0.9730491128788263,1.8452508713301905,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
427,-0.9152508497424489,0.4989367292515249,-0.9969836296502789,0.7423515429459393,0.7429107671690977,-2.2712121288710247,-0.1324487889245784,0.38787534128721135,-0.167436173971868,-1.2659126550891466,-0.9769422397414348,-1.6485972805280285,-0.6977412882471655,-0.2748089205627126,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5194,-0.5383022922245467,-0.27049363399289594,0.008664724265199021,0.7423515429459393,0.7429107671690977,1.4423109151716094,-0.7488740664272354,-1.4022437320667827,-0.6209857814334128,-0.42455021462409265,0.1375846684465688,0.28978532264749157,-0.33648930962532964,-0.9994317259135864,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
882,-0.035704215534010424,-0.27049363399289594,-0.11704131997423571,1.3892649811733437,0.7429107671690977,-0.41445060684970764,2.88588655298297,0.1070244634758753,2.8728949019971797,-1.063767133678712,-0.89144118933296,-1.094773679620737,-0.14081115453850154,-0.8702910279302624,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3269,-1.4178489264329852,-1.0399239972373167,-1.3741017623685832,0.7423515429459393,0.7429107671690977,0.5139301541609509,-0.6424449087412755,1.019179270976171,-0.7340413177323637,0.47690954301703736,-0.5426571687239397,-0.21788631151752558,1.0432925531664057,1.6766505156297398,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
4770,-0.28700325387927855,0.4989367292515249,-0.24274736421367044,-0.5514753335088695,-1.3979079620233392,-0.41445060684970764,-0.5761066512450319,-0.16527877892381135,-0.560475626486714,1.334662160893749,0.39446447628172204,0.7974569568125087,0.7322144604642687,0.11620041499790745,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4612,-0.7896013305698149,0.4989367292515249,-0.8712775854108441,1.3892649811733437,-0.3274985974271208,1.4423109151716094,-0.7729064568724523,-0.8429841579902961,-0.69565553388135,-1.5172287087345526,-0.8364493243125313,-0.9101658126516399,-0.8934194433339936,0.11261317338725957,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9290,-0.1613537347066445,-0.27049363399289594,-0.3684534084531052,0.09543810471853491,-0.3274985974271208,-0.41445060684970764,2.88588655298297,0.46480405999205554,2.840482698342001,-0.7359635854455735,3.732018695090069,1.9051041586270916,0.5766754141132008,-0.8415930950450792,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5865,-0.28700325387927855,-1.0399239972373167,0.008664724265199021,1.3892649811733437,0.7429107671690977,0.5139301541609509,-0.598699313230397,-1.4022437320667827,-0.4709825454046677,0.6790550644274728,-0.5400205724558369,-0.771709912424817,-1.1342540957485512,-0.9994317259135864,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
