,Age,Gender,Dependent_Count,Education,Marital_Status,Income,Card_Category,Months_On_Book,Total_Relationship_Count,Months_Inactive,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
0,-0.7915432961870149,1,0.49835167598953406,1,4,1,2,0.002708292596666257,-1.8419837431092496,0.7452987876152111,-0.41515990209347825,0.3241062149522921,0.6173870576539554,0.2679676707528028,1.3390530787031012,0.2449968896655844,-0.26455145896195514,0.0567214230158554,-0.4804861805980337
1,-0.037349519868313634,2,1.2691238227670543,4,1,1,2,0.002708292596666257,-0.550726685069422,-1.400374768810515,1.4424145316324692,0.27454275932509997,0.29111596845159565,0.24796132489336709,-0.4443694976845914,-0.04318871833785525,0.6117583166839347,0.27649967310265017,-0.5450720508259971
2,0.7168442564503876,2,-1.8139647643430266,1,2,1,1,0.002708292596666257,0.7405303729704056,-1.400374768810515,-0.41515990209347825,-0.6574272188076378,-0.06814882640044091,-0.6506662543177523,0.7118555365484082,0.35339698074944703,0.9346092866587362,1.0706983495526579,0.5492996391478279
3,-1.4200381097859327,1,-0.27242047078798615,4,2,4,1,-0.753447000392605,1.3861589019903193,0.7452987876152111,0.5136273147694955,1.4620743055355472,0.1273694293013477,1.4492263348400394,0.270090311204667,-0.6656394155720211,0.47339361526616264,-1.0721395887935894,-0.7926512200331902
4,0.7168442564503876,2,0.49835167598953406,3,2,1,1,0.6328377034210589,-1.1963552140893359,0.7452987876152111,-0.41515990209347825,-0.7789793810790574,-0.4469654468226563,-0.7378430774080118,-0.7770568896101244,0.35037537542306757,1.165217122355023,0.2515248719564235,0.9619315878264828
5,-0.6658443334672314,1,0.49835167598953406,5,2,4,1,-0.3753693538979694,1.3861589019903193,-1.400374768810515,1.4424145316324692,-0.35772319806196035,-1.408670867055829,-0.22998032978177194,1.2299752452848935,-0.31702170104099253,-0.35679459324046986,-0.6925226113709438,-1.0007612463232944
6,-0.2887474453078807,1,1.2691238227670543,6,2,3,1,0.002708292596666257,0.7405303729704056,0.7452987876152111,-0.41515990209347825,-0.6762347800947419,0.5538436245508741,-0.7257176843650278,1.159074653563058,0.18041007581422375,-0.21842989182269776,-0.27794091234358154,1.431973198929994
7,0.46544633101082056,1,0.49835167598953406,5,3,4,1,0.7588635855859375,-1.8419837431092496,-0.32753799059765193,0.5136273147694955,0.4878426308635518,0.8177932697482887,0.4134281743495843,0.7445788865738698,1.6028307832073476,0.7040014509624494,0.7110612130469943,-0.4948385962042478
8,-0.9172422589067984,2,-0.27242047078798615,3,1,1,1,-0.3753693538979694,-0.550726685069422,-1.400374768810515,0.5136273147694955,-0.5784354614018002,0.9583220160339493,-0.6645933238110612,-0.3189299892536527,0.09656052800719413,0.9807308537979935,0.571202326628125,1.1377486790026052
9,0.7168442564503876,2,0.49835167598953406,4,2,1,1,0.7588635855859375,-1.1963552140893359,0.7452987876152111,0.5136273147694955,-0.6604143020708837,0.9473241141507237,-0.7455029656293317,1.6335632289322604,0.34546526676770095,0.2889073467091332,-1.0271849467303813,1.7549025500698114
10,0.339747368291037,2,-0.27242047078798615,4,1,1,1,-0.24934347173309082,1.3861589019903193,-0.32753799059765193,1.4424145316324692,-0.3581657289157746,0.38154316171367286,-0.3923522749061427,1.5353931788558735,0.026308204168872005,0.19666421243061846,0.4713031220432183,0.00031974221013834946
11,-1.042941221626582,1,0.49835167598953406,5,1,4,1,0.002708292596666257,0.7405303729704056,-0.32753799059765193,-0.41515990209347825,-0.26169400278427557,0.3766552053211282,-0.29552598223837634,0.15555858611554962,-0.5364657878692998,-1.279225936025617,-1.5466608105718957,-0.1432044138520025
12,1.8481349209284395,1,-1.0431926175655064,1,2,1,1,2.27117417156448,-0.550726685069422,0.7452987876152111,-1.343947118956452,-0.14497649009077626,-0.6400397243281726,-0.08695153673144125,0.3464447945974129,1.5816795459226916,0.7501230181017068,-0.9272857421454745,-0.6850081029865844
13,0.7168442564503876,2,-1.0431926175655064,4,1,5,1,0.5068118212561804,-1.1963552140893359,-0.32753799059765193,-1.343947118956452,-0.7789793810790574,0.09193174545539852,-0.7865878206345929,-0.4607311726973225,0.36359489872597767,0.6578798838231921,1.0357336279479405,2.063479485603415
14,1.3453390700493053,2,0.49835167598953406,3,2,5,1,0.5068118212561804,-0.550726685069422,0.7452987876152111,-1.343947118956452,-0.7045567547388517,-0.22822939825628033,-0.6832732820997056,0.9790962284230156,-0.05942984696714477,1.0729739880765083,0.0567214230158554,0.642590340588219
15,0.46544633101082056,2,2.0398959695445744,3,3,5,1,0.8848894677508161,0.7405303729704056,-1.400374768810515,-0.41515990209347825,-0.5608448599626852,1.3786862657927947,-0.6850417988607607,-1.2297298982956852,-1.0320090613955288,-1.509833771721904,-1.731474339053973,1.3996802638160126
16,-0.7915432961870149,2,0.49835167598953406,2,3,1,1,-0.753447000392605,0.7405303729704056,-0.32753799059765193,-0.41515990209347825,0.0346910365577952,-0.2868848749668169,0.06060908051909311,-1.4860628068284727,0.49616783242087587,0.012177943873589026,-0.053167702027541425,-0.6275984405617281
17,0.08834944285146991,2,1.2691238227670543,1,1,5,1,0.002708292596666257,0.09490184395049174,-1.400374768810515,0.5136273147694955,-0.3463280285762443,0.09193174545539852,-0.3543291645434582,-0.08441264740450702,-1.0142571301030496,-1.555955338861161,3.063687481021545,-0.17549734896598415
18,-0.16304848258809718,2,-0.27242047078798615,2,2,5,1,-0.24934347173309082,0.09490184395049174,0.7452987876152111,-0.41515990209347825,-0.6035490873557571,0.8336791280240591,-0.6784098610068041,0.270090311204667,3.8493943433704656,2.041526898000913,-0.1630568270709388,1.177217821919694
19,-0.037349519868313634,1,1.2691238227670543,1,2,2,1,-1.005498764722362,-1.1963552140893359,-0.32753799059765193,1.4424145316324692,-0.608527559461167,-1.408670867055829,-0.4805570483637655,-0.5425395477609782,-0.7430680520604944,-1.1869828017471022,-1.1620488729200051,-1.0007612463232944
20,1.973833883648223,1,-1.0431926175655064,4,2,4,1,1.6410447607400873,0.09490184395049174,-1.400374768810515,-0.41515990209347825,0.4795451773545353,-0.17446187793828846,0.4948904776556845,0.6845860781938563,-0.17462855003536115,0.5656367495446774,-0.7174974125171705,-0.7173010381005661
21,-0.7915432961870149,1,1.2691238227670543,1,1,4,2,0.002708292596666257,1.3861589019903193,-1.400374768810515,0.5136273147694955,2.0972167134724,-0.6241538660524023,2.1517696181691752,-0.20985215583544573,0.00855627287639276,0.7962445852409641,0.3314442356243483,-0.9182348565875634
22,0.21404840557125346,2,1.2691238227670543,2,2,2,1,0.25476005692642334,1.3861589019903193,-1.400374768810515,0.5136273147694955,-0.03810528889464324,-1.408670867055829,0.08934747788623838,3.433347480332685,-0.873374781760608,-1.6020769060004185,0.5861872073158609,-1.0007612463232944
23,-0.037349519868313634,1,0.49835167598953406,2,2,4,2,-0.8794728825574836,0.09490184395049174,0.7452987876152111,0.5136273147694955,2.880496324723561,1.0841868931419756,2.7798141329388653,0.11192745274826661,-0.10362082486544416,-0.49515929465824193,1.7150482191253058,-0.7890631161316367
24,-0.9172422589067984,2,-1.0431926175655064,2,2,2,1,-2.0137058220413904,-0.550726685069422,-0.32753799059765193,-0.41515990209347825,0.16335688230427833,-0.04370904443771733,0.1671622153726625,-1.2460915733084164,-0.9749762608601169,-1.140861234607845,0.006771820723402046,-0.5988936093492999
25,0.9682421818899547,2,-1.0431926175655064,5,1,5,1,0.8848894677508161,-0.550726685069422,0.7452987876152111,-0.41515990209347825,-0.2921179989840029,1.1941659119742318,-0.39986847114062685,-0.30802220591183194,-0.9020800323612127,-0.9102533989115582,-1.806398742492653,0.3088966777437414
26,-0.41444640802766425,1,2.0398959695445744,3,1,4,1,0.002708292596666257,-0.550726685069422,2.890972344040937,-1.343947118956452,-0.11820337343501623,0.23001651354478672,-0.13890171658743464,0.30281366123012987,0.09429432401240954,0.7501230181017068,-0.30791067371905356,-0.3513144401421067
27,-0.9172422589067984,2,-1.8139647643430266,5,1,1,1,-0.753447000392605,-0.550726685069422,-0.32753799059765193,0.5136273147694955,-0.7192709056281743,-0.34431836257921733,-0.6874735094072114,-0.5861706811282612,0.10222603799415558,-0.21842989182269776,0.7460259346517117,0.5780044703602557
28,1.973833883648223,1,-1.8139647643430266,3,1,2,1,1.5150188785752088,0.09490184395049174,-1.400374768810515,-0.41515990209347825,-0.7789793810790574,-1.408670867055829,-0.6508541592236144,-1.7369418236903502,-0.9904619881578115,-1.6943200402789333,-0.9722403842086826,-1.0007612463232944
29,0.5911452937306041,2,-1.0431926175655064,5,1,2,1,1.0109153499156946,0.09490184395049174,-0.32753799059765193,-1.343947118956452,-0.7789793810790574,-1.408670867055829,-0.6508541592236144,0.32462922791377075,-0.6879237548540695,0.19666421243061846,-0.9172958216869839,-1.0007612463232944
30,-0.16304848258809718,2,-1.8139647643430266,7,1,2,2,0.002708292596666257,-1.8419837431092496,-1.400374768810515,0.5136273147694955,1.1757568431177496,-0.26855503849477425,1.1989812131507436,0.7445788865738698,1.8728867592525107,1.165217122355023,-0.6675478102247171,-0.8249441551471719
31,-0.41444640802766425,1,1.2691238227670543,3,3,6,1,-0.24934347173309082,0.7405303729704056,-0.32753799059765193,-0.41515990209347825,2.7464094760178535,0.8312351498277867,2.6687291738850925,-1.7205801486776189,-0.9745985601943195,-1.6020769060004185,-1.566640651488877,-0.8034155317378507
32,0.8425432191701712,2,-0.27242047078798615,1,2,1,1,0.002708292596666257,0.7405303729704056,-1.400374768810515,1.4424145316324692,-0.63850902480708,1.366466374811433,-0.7615301487763935,-0.7279718645719311,0.29598647954823754,0.8884877195194788,0.35641903677057496,2.0096579270801116
33,2.22523180908779,2,-1.8139647643430266,2,1,1,1,2.5232259358942373,1.3861589019903193,-0.32753799059765193,-0.41515990209347825,-0.6975868937912778,0.29844790304041274,-0.7239491676039728,-0.6734329478628273,-0.8586444557945082,-1.140861234607845,-0.9722403842086826,1.306389562375621
34,-0.16304848258809718,2,2.0398959695445744,1,1,1,1,0.3807859390913019,0.09490184395049174,0.7452987876152111,-0.41515990209347825,-0.6995782826334418,0.06749196349267493,-0.7050481447201964,-0.9515814230792565,-1.0135017287714547,-1.648198473139676,-0.23798123050961884,1.0085769385466787
35,-0.41444640802766425,1,-1.8139647643430266,2,2,3,1,0.002708292596666257,-1.1963552140893359,-0.32753799059765193,-0.41515990209347825,0.30618371537281636,-1.408670867055829,0.4333239879114541,-0.6188940311537234,0.3269579341436269,0.9807308537979935,1.4103556451413402,-1.0007612463232944
36,1.0939411446097382,1,-0.27242047078798615,2,1,4,1,0.002708292596666257,0.09490184395049174,0.7452987876152111,0.5136273147694955,-0.13811726185665593,1.5008851756064125,-0.2737511196178855,1.3772303203994731,-0.98479647817085,-1.8788063088359628,3.0237277991875824,0.17972493728781447
37,0.339747368291037,1,-0.27242047078798615,3,2,4,1,-0.24934347173309082,0.09490184395049174,-1.400374768810515,1.4424145316324692,-0.3654674880037091,-1.408670867055829,-0.23771759061138797,0.515515436395634,-0.8031224579222859,-0.35679459324046986,1.1805874745960547,-1.0007612463232944
38,-0.7915432961870149,2,0.49835167598953406,7,1,1,1,-0.753447000392605,1.3861589019903193,0.7452987876152111,-0.41515990209347825,-0.592375183296948,1.0854088822401118,-0.6900157522512281,-0.37346890596275645,0.12979818659736803,0.19666421243061846,-0.1780417077586748,1.3422706013911563
39,-0.6658443334672314,1,-0.27242047078798615,5,1,3,1,-0.3753693538979694,-1.1963552140893359,0.7452987876152111,0.5136273147694955,0.6862070860857739,1.667075692952933,0.5347926370769901,1.6226554455904396,1.5729924306093508,0.3811504809876479,0.7560158551102019,-0.387195479157642
40,0.08834944285146991,2,1.2691238227670543,4,1,2,3,-0.24934347173309082,-1.1963552140893359,0.7452987876152111,0.5136273147694955,1.7149806884903713,-1.408670867055829,1.8408422651161767,-2.9858830163288257,0.19174109578814666,-0.12618675754418304,-0.44776956013792296,-1.0007612463232944
