,Age,Dependent_Count,Months_On_Book,Total_Relationship_Count,Months_Inactive,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_M,Education_Doctorate,Education_Graduate,Education_High School,Education_Post-Graduate,Education_Uneducated,Education_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_$40K - $60K,Income_$60K - $80K,Income_$80K - $120K,Income_Less than $40K,Income_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
0,0.7108520318438929,-1.0429339287145258,0.009832508334144443,-1.1831741804254896,-0.3361001948049388,-0.4182763639717611,-0.6814285477147382,1.0140345159701993,-0.7731853476813281,-1.0558738671212236,0.2764075526490259,0.8025219172105781,0.13694240873811575,2.1453757609823847,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,-1.6695592898665315,0.5013165379666217,-1.7436667198869087,0.745872858598376,0.6543642267014899,-0.4182763639717611,0.08011294492637651,-1.4070990289761005,0.20811360180930036,-0.6164815634256263,0.06683254679712142,0.5709625616941949,0.15702196566385354,-1.0023721303446442,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2,0.7108520318438929,0.5013165379666217,0.009832508334144443,0.745872858598376,0.6543642267014899,0.4851294078639358,-0.6465853249115414,-0.08836955144098822,-0.6380370566326867,-1.0341754817535402,-0.6366597701435959,-1.2815122824368705,-0.9824928898717658,0.5016712306989873,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,0.20971280622064567,1.2734417713071955,-1.493166830141044,0.10285717892375418,-0.3361001948049388,0.4851294078639358,-0.772121115183634,-1.4070990289761005,-0.643454111590768,-0.03604975484008416,-0.6494985993309197,-0.8183935714041043,-1.062811117574717,-1.0023721303446442,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4,0.20971280622064567,1.2734417713071955,0.1350824532070768,-1.1831741804254896,-0.3361001948049388,-1.321682135807458,1.1246303876177344,-1.4070990289761005,1.2518143548211533,0.14296192444330694,1.7630684500164997,1.450888112656451,-0.5658420836627068,-1.0023721303446442,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5,0.3349976126264575,-0.2708086953739521,1.0118320673176033,-1.1831741804254896,-0.3361001948049388,0.4851294078639358,0.461273311949206,0.6974905542634392,0.3974324424387551,0.7939134854738216,3.8705244998533987,1.4971999837597276,0.41303631646701056,-0.5081864545731652,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
6,0.5855672254380812,0.5013165379666217,0.009832508334144443,-0.5401585007508677,0.6543642267014899,-0.4182763639717611,-0.5243557445987299,-1.4070990289761005,-0.3958824643587015,0.5118344756939328,-1.079221764483113,-1.5130716379532538,-1.4393028099323004,-1.0023721303446442,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
7,0.08442799981483384,0.5013165379666217,0.009832508334144443,1.3888885382729979,-1.3265646163113676,-0.4182763639717611,-0.48928988139423474,0.20495303855755392,-0.5075605583610355,0.5715050354550628,0.21598953294397236,0.15415572176470513,-0.30982773285954984,0.18295728038259884,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
8,-1.2937048706490961,0.5013165379666217,-0.9921670506493144,-0.5401585007508677,-0.3361001948049388,0.4851294078639358,-0.5202368971747098,-0.2228090718569867,-0.4995517707433383,1.8137375977549617,-0.3036054365194881,1.0340812727269613,-0.3650465144053288,-0.06413555750314068,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9,-0.16614161299678978,0.5013165379666217,-1.1174169955222468,0.10285717892375418,0.6543642267014899,0.4851294078639358,-0.6563815025686702,0.729267168179948,-0.7222405597798649,-0.5513864073225748,0.12347444027060912,0.7562100461073015,-0.14417138822221295,1.5222720828357372,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
